"consulta","cliques","impressoes","ctr","posicao"
"estacionamento próximo ao aeroporto de navegantes","3","81","3.70","8.07"
"estacionamento tietê rodoviária","3","444","0.68","8.82"
"estacionamento vcp campinas","3","199","1.51","7.50"
"estacionamento viracopos diaria","3","197","1.52","7.61"
"estacionamento viracopos edifício garagem","3","362","0.83","7.20"
"estacionamento viracopos virapark","3","296","1.01","7.83"
"estacionamentos aeroporto confins","3","554","0.54","26.36"
"estacionamentos proximos aeroporto confins","3","96","3.13","16.15"
"estacionamentos viracopos campinas","3","167","1.80","4.92"
"estapar curitiba aeroporto","3","157","1.91","9.73"
"estapar estacionamentos galeão","3","87","3.45","9.77"
"express estacionamento congonhas","3","398","0.75","5.53"
"facility park congonhas","3","229","1.31","12.03"
"flypark","3","1616","0.19","7.54"
"garagem aeroporto viracopos","3","218","1.38","7.41"
"garagem in","3","626","0.48","5.87"
"imagens de aero park recife","3","76","3.95","4.13"
"imagens de virapark","3","230","1.30","6.22"
"melhor estacionamento perto do aeroporto de guarulhos","3","68","4.41","28.53"
"melhor estacionamento rodoviária tietê","3","203","1.48","9.52"
"melhores estacionamentos aeroporto congonhas","3","109","2.75","2.75"
"mobi city estacionamento congonhas","3","197","1.52","2.04"
"nationpark","3","422","0.71","3.51"
"onde deixar o carro no aeroporto de viracopos","3","124","2.42","5.10"
"onde estacionar no aeroporto de viracopos","3","132","2.27","2.47"
"park congonhas","3","43","6.98","6.49"
"ponce park congonhas","3","137","2.19","9.09"
"preco estacionamento afonso pena","3","91","3.30","3.97"
"preço estacionamento santos dumont","3","58","5.17","32.79"
"prime estacionamento","3","109","2.75","11.00"
"qual o melhor estacionamento aeroporto guarulhos","3","302","0.99","15.17"
"qual o valor do estacionamento do aeroporto de curitiba","3","150","2.00","8.93"
"qual o valor do estacionamento do aeroporto de viracopos","3","367","0.82","8.75"
"quanto custa estacionamento aeroporto curitiba","3","209","1.44","9.40"
"quanto custa estacionamento no aeroporto de congonhas","3","142","2.11","30.59"
"quanto custa o estacionamento do aeroporto afonso pena","3","95","3.16","4.57"
"skypark lisboa","3","698","0.43","5.59"
"valor do estacionamento do aeroporto de viracopos","3","447","0.67","7.84"
"valor do estacionamento no aeroporto de viracopos","3","384","0.78","8.58"
"valor estacionamento aeroporto","3","184","1.63","21.56"
"valor estacionamento aeroporto campinas","3","471","0.64","8.43"
"valor estacionamento aeroporto guarulhos","3","1351","0.22","13.30"
"valor estacionamento congonhas","3","101","2.97","15.51"
"valor estacionamento viracopos","3","1214","0.25","8.41"
"ve park estacionamento aeroporto","3","301","1.00","12.23"
"vira park estacionamento","3","601","0.50","6.85"
"vira parque","3","380","0.79","6.00"
"""airport park""","2","42","4.76","33.10"
"aeroporto","2","25","8.00","15.28"
"aeroporto afonso pena estacionamento","2","918","0.22","12.66"
"aeroporto confins onde fica","2","166","1.20","6.28"
"aeroporto de confins fica onde","2","793","0.25","5.43"
"aeroporto de joão pessoa estacionamento","2","455","0.44","9.63"
"aeroporto londrina estacionamento","2","76","2.63","17.96"
"aeroporto santos dumont estacionamento","2","126","1.59","13.56"
"aerovalet - estacionamento aeroporto guarulhos","2","119","1.68","5.82"
"aerovalet tietê","2","55","3.64","5.73"
"antiga rodovia santos dumont, km 64 - jardim santa maria ii, campinas - sp, 13053-701","2","277","0.72","3.68"
"av. novo brasil, 954 - cidade industrial satélite de são paulo, guarulhos - sp, 07221-010","2","85","2.35","6.07"
"avaliações sobre edifício garagem aeroporto internacional de viracopos","2","546","0.37","8.77"
"avaliações sobre express parking","2","587","0.34","9.20"
"avaliações sobre plenty park congonhas","2","193","1.04","9.63"
"bandeira park congonhas é confiável","2","239","0.84","8.59"
"bandeira park estacionamento congonhas","2","379","0.53","9.52"
"bandeira park vcp","2","468","0.43","9.69"
"bepark confins","2","963","0.21","6.83"
"bepark estacionamento","2","343","0.58","7.09"
"best park curitiba","2","635","0.31","7.10"
"best park estacionamento","2","779","0.26","8.80"
"blue park estacionamento aeroporto curitiba","2","34","5.88","12.03"
"central park estacionamento guarulhos","2","633","0.32","8.44"
"congonhas estacionamento","2","546","0.37","40.66"
"connect park estacionamento","2","21","9.52","6.86"
"custo estacionamento viracopos","2","144","1.39","8.92"
"decolar park estacionamento guarulhos","2","382","0.52","6.00"
"desconto estacionamento aeroporto curitiba","2","82","2.44","5.07"
"diaria do estacionamento do aeroporto de congonhas","2","66","3.03","1.88"
"diaria estacionamento viracopos","2","1483","0.13","10.30"
"diária estacionamento aeroporto afonso pena","2","195","1.03","8.92"
"diária estacionamento aeroporto guarulhos","2","432","0.46","33.67"
"diária estacionamento aeroporto navegantes","2","133","1.50","7.19"
"dumont park","2","180","1.11","9.11"
"econo park","2","151","1.32","8.74"
"econopark estacionamento guarulhos","2","187","1.07","5.29"
"econopark gru","2","199","1.01","6.62"
"edifício garagem aeroporto internacional de viracopos fotos","2","260","0.77","8.87"
"edifício garagem viracopos","2","1022","0.20","9.12"
"escudo park estacionamento aeroporto guarulhos","2","181","1.10","18.73"
"estacionamento aeropark confins","2","203","0.99","8.62"
"estacionamento aeroporto brasília","2","51","3.92","22.98"
"estacionamento aeroporto campinas valor","2","299","0.67","7.93"
"estacionamento aeroporto curitiba best park","2","42","4.76","4.50"
"estacionamento aeroporto curitiba valor","2","179","1.12","9.37"
"estacionamento aeroporto de brasília","2","133","1.50","28.78"
"estacionamento aeroporto de confins","2","381","0.52","32.18"
"estacionamento aeroporto de congonhas barato","2","141","1.42","43.97"
"estacionamento aeroporto de joão pessoa","2","378","0.53","9.87"
"estacionamento aeroporto de maceio","2","139","1.44","11.37"
"estacionamento aeroporto diaria","2","24","8.33","3.92"
"estacionamento aeroporto gru","2","772","0.26","50.35"
"estacionamento aeroporto guarulhos decolar","2","95","2.11","4.64"
"estacionamento aeroporto guarulhos terminal 2","2","281","0.71","18.02"
"estacionamento aeroporto guarulhos valor","2","295","0.68","19.42"
"estacionamento aeroporto joão pessoa telefone","2","114","1.75","10.01"
"estacionamento aeroporto lisboa","2","3787","0.05","53.82"
"estacionamento aeroporto são josé dos pinhais","2","261","0.77","12.47"
"estacionamento aeroporto vcp","2","178","1.12","6.38"
"estacionamento azul viracopos","2","967","0.21","21.94"
"estacionamento barato aeroporto guarulhos","2","181","1.10","37.85"
"estacionamento barato em guarulhos","2","158","1.27","37.99"
"estacionamento bepark","2","862","0.23","7.37"
"estacionamento bepark confins","2","222","0.90","6.51"
"estacionamento catedral navegantes","2","760","0.26","7.64"
"estacionamento cgh aeroporto","2","6","33.33","2.83"
"estacionamento coberto em viracopos","2","98","2.04","23.74"
"estacionamento confins mais barato","2","35","5.71","21.71"
"estacionamento congonhas valor","2","55","3.64","28.18"
"estacionamento cuiaba aeroporto","2","25","8.00","11.28"
"estacionamento da azul em viracopos","2","335","0.60","14.86"
"estacionamento de viracopos","2","141","1.42","6.45"
"estacionamento dentro aeroporto viracopos","2","147","1.36","5.41"
"estacionamento dentro de viracopos","2","217","0.92","7.52"
"estacionamento do aeroporto","2","227","0.88","9.74"
"estacionamento do aeroporto afonso pena","2","308","0.65","12.83"
"estacionamento do aeroporto de navegantes","2","378","0.53","11.12"
"estacionamento do santos dumont","2","60","3.33","9.37"
"estacionamento dumont park","2","148","1.35","8.13"
"estacionamento econopark guarulhos","2","135","1.48","5.81"
"estacionamento em brasilia proximo ao aeroporto","2","18","11.11","18.44"
"estacionamento em campinas viracopos","2","131","1.53","28.63"
"estacionamento em curitiba aeroporto","2","18","11.11","8.94"
"estacionamento em guarulhos","2","857","0.23","54.85"
"estacionamento facility park congonhas","2","267","0.75","9.25"
"estacionamento garage inn viracopos","2","210","0.95","3.50"
"estacionamento garagem viracopos","2","762","0.26","9.74"
"estacionamento grand parking congonhas","2","345","0.58","5.66"
"estacionamento gru barato","2","61","3.28","38.16"
"estacionamento guarulhos aeroporto","2","1385","0.14","38.31"
"estacionamento guarulhos mais barato","2","231","0.87","29.19"
"estacionamento km 64 viracopos","2","193","1.04","9.05"
"estacionamento londrina aeroporto","2","55","3.64","11.89"
"estacionamento mais barato aeroporto curitiba","2","44","4.55","7.93"
"estacionamento no aeroporto","2","654","0.31","56.09"
"estacionamento no aeroporto de curitiba","2","184","1.09","17.39"
"estacionamento no aeroporto salgado filho","2","54","3.70","11.93"
"estacionamento perto aeroporto congonhas","2","177","1.13","15.44"
"estacionamento perto aeroporto guarulhos","2","1015","0.20","47.10"
"estacionamento perto de congonhas com traslado","2","97","2.06","8.90"
"estacionamento perto do aeroporto congonhas","2","141","1.42","39.01"
"estacionamento perto do aeroporto de brasília","2","8","25.00","17.25"
"estacionamento proximo aeroporto","2","142","1.41","28.33"
"estacionamento proximo aeroporto confins","2","191","1.05","17.68"
"estacionamento proximo aeroporto de navegantes sc","2","60","3.33","7.42"
"estacionamento proximo aeroporto navegantes","2","48","4.17","7.69"
"estacionamento proximo aeroporto viracopos campinas","2","29","6.90","5.97"
"estacionamento proximo ao aeroporto","2","174","1.15","19.41"
"estacionamento proximo ao aeroporto de campinas","2","161","1.24","7.20"
"estacionamento proximo ao aeroporto de viracopos","2","82","2.44","5.46"
"estacionamento próximo aeroporto","2","121","1.65","22.05"
"estacionamento próximo aeroporto afonso pena","2","247","0.81","10.06"
"estacionamento próximo ao aeroporto de curitiba","2","142","1.41","9.20"
"estacionamento próximo ao aeroporto de guarulhos mais barato","2","67","2.99","22.54"
"estacionamento próximo ao aeroporto viracopos","2","103","1.94","6.96"
"estacionamento próximo viracopos","2","132","1.52","7.11"
"estacionamento santos dumont rio de janeiro","2","39","5.13","10.74"
"estacionamento santos dumont valor","2","101","1.98","25.89"
"estacionamento sdu reserva","2","96","2.08","6.92"
"estacionamento terminal tiete valor","2","145","1.38","8.90"
"estacionamento terminal tietê","2","152","1.32","9.99"
"estacionamento vira park","2","482","0.41","5.50"
"estacionamento viracopos oficial","2","270","0.74","7.71"
"estacionamento viravopos","2","66","3.03","4.82"
"estacionamento.congonhas","2","39","5.13","23.92"
"estacionamento.viracopos","2","215","0.93","6.77"
"estacionamentos aeroporto guarulhos","2","785","0.25","48.01"
"estacionamentos perto do aeroporto de congonhas","2","89","2.25","19.39"
"estacionamentos perto do aeroporto de viracopos","2","136","1.47","5.80"
"estacionamentos próximos ao aeroporto de congonhas","2","115","1.74","10.77"
"estapar estacionamento galeão","2","209","0.96","8.33"
"estapar galeao","2","933","0.21","11.41"
"estapar viracopos","2","607","0.33","30.46"
"estapar viracopos economico","2","8","25.00","8.50"
"foto do aeroporto de lisboa","2","182","1.10","1.00"
"garage in","2","953","0.21","7.61"
"garagem inn campinas","2","223","0.90","5.19"
"imagens de abba park estacionamento","2","72","2.78","4.24"
"km 64 estacionamento","2","816","0.25","10.05"
"locapark navegantes","2","106","1.89","6.82"
"melhor estacionamento aeroporto congonhas","2","156","1.28","5.90"
"melhores estacionamento aeroporto guarulhos","2","104","1.92","9.33"
"mob city congonhas","2","14","14.29","2.43"
"mobiciti parking congonhas","2","246","0.81","7.01"
"moove park","2","64","3.13","6.88"
"moovi park","2","2","100.00","1.50"
"multipark","2","176","1.14","9.13"
"multipark viracopos","2","500","0.40","9.00"
"national park curitiba","2","1941","0.10","5.85"
"onde estacionar em congonhas","2","50","4.00","2.76"
"pare bem estacionamento","2","9","22.22","4.00"
"parebem curitiba","2","469","0.43","9.88"
"park confins estacionamento","2","725","0.28","11.68"
"park estacionamento confins","2","287","0.70","10.41"
"parques estacionamento aeroporto lisboa","2","52","3.85","43.83"
"preco estacionamento congonhas","2","51","3.92","23.00"
"preco estacionamento guarulhos","2","77","2.60","24.36"
"preco estacionamento viracopos","2","314","0.64","8.63"
"preço do estacionamento do aeroporto","2","48","4.17","17.17"
"preço estacionamento rodoviária tietê","2","179","1.12","10.42"
"pátio confins","2","600","0.33","8.68"
"qual estacionamento mais proximo do aeroporto de confins","2","16","12.50","7.81"
"qual melhor estacionamento aeroporto confins","2","42","4.76","7.17"
"quanto custa deixar o carro no aeroporto de guarulhos","2","157","1.27","27.58"
"quanto custa o estacionamento do aeroporto de viracopos","2","382","0.52","9.14"
"reserva estacionamento aeroporto curitiba","2","64","3.13","11.91"
"reservar estacionamento aeroporto recife","2","143","1.40","12.53"
"stop park guarulhos","2","1637","0.12","9.30"
"talentos park aeroporto","2","15","13.33","2.93"
"tem estacionamento no aeroporto de congonhas","2","116","1.72","30.69"
"valor da diaria do estacionamento do aeroporto de viracopos","2","258","0.78","9.21"
"valor da diaria estacionamento aeroporto guarulhos","2","105","1.90","36.11"
"valor diaria estacionamento viracopos","2","230","0.87","7.65"
"valor diária estacionamento aeroporto londrina","2","18","11.11","12.78"
"valor do estacionamento do aeroporto de guarulhos","2","908","0.22","17.95"
"valor estacionamento aeroporto congonhas","2","307","0.65","24.20"
"valor estacionamento aeroporto guarulhos terminal 2","2","281","0.71","13.83"
"valor estacionamento aeroporto recife 2026","2","28","7.14","4.18"
"valor para deixar o carro no aeroporto","2","27","7.41","4.78"
"viaje park","2","1635","0.12","9.06"
"vira park viracopos","2","271","0.74","6.96"
"viracopos aeroporto estacionamento","2","471","0.42","14.94"
"viracopos edificio garagem","2","52","3.85","8.96"
"viracopos estacionamento preço","2","159","1.26","8.96"
"yellowparking","2","362","0.55","9.12"
"11 dias","1","2","50.00","5.00"
"2 diarias","1","1","100.00","7.00"
"4 dias","1","10","10.00","4.90"
"6 dias","1","6","16.67","4.33"
"7 dias","1","13","7.69","4.46"
"aero park confins","1","1069","0.09","8.85"
"aeropark campinas","1","204","0.49","15.60"
"aeropark reserva","1","16","6.25","3.81"
"aeroparking","1","575","0.17","9.99"
"aeroporto afonso pena","1","12146","0.01","15.56"
"aeroporto brasilia estacionamento","1","68","1.47","30.62"
